,user_id,call_type,road_len,gps_len,road,gps,time,ptime
149,363,2,48,32,"[1936, 1932, 2009, 1709, 1978, 1972, 1974, 1968, 2003, 2008, 2004, 2007, 2254, 5974, 10402, 5970, 4636, 10405, 4639, 4922, 6517, 6515, 2151, 2081, 9338, 2076, 1935, 1936, 1931, 6509, 1930, 1937, 5056, 2074, 12, 9484, 10337, 10339, 10253, 10194, 9340, 9601, 2099, 4553, 9524, 9523, 9520, 5388]","[[-8.582877, 41.164209], [-8.582859, 41.164209], [-8.58285, 41.164209], [-8.582751, 41.164281], [-8.583291, 41.165037], [-8.581833, 41.165568], [-8.580141, 41.165703], [-8.578791, 41.165685], [-8.577801, 41.165694], [-8.579349, 41.164317], [-8.581797, 41.16447], [-8.581509, 41.162967], [-8.581959, 41.160366], [-8.583192, 41.157216], [-8.582922, 41.154516], [-8.582436, 41.152662], [-8.582526, 41.152266], [-8.582274, 41.151645], [-8.583102, 41.150943], [-8.583813, 41.150097], [-8.584182, 41.148846], [-8.584488, 41.14791], [-8.585154, 41.146695], [-8.586765, 41.147208], [-8.586261, 41.147883], [-8.585838, 41.148828], [-8.585613, 41.148891], [-8.585613, 41.1489], [-8.585631, 41.1489], [-8.585649, 41.148909], [-8.585793, 41.148954], [-8.585838, 41.148297]]","[1372681538, 1372681553, 1372681568, 1372681583, 1372681598, 1372681613, 1372681628, 1372681643, 1372681658, 1372681673, 1372681688, 1372681703, 1372681718, 1372681733, 1372681748, 1372681763, 1372681778, 1372681793, 1372681808, 1372681823, 1372681838, 1372681853, 1372681868, 1372681883, 1372681898, 1372681913, 1372681928, 1372681943, 1372681958, 1372681973, 1372681988, 1372682003]","[1372681538, 1372681547, 1372681555, 1372681564, 1372681572, 1372681581, 1372681589, 1372681598, 1372681602, 1372681606, 1372681609, 1372681613, 1372681618, 1372681623, 1372681628, 1372681636, 1372681643, 1372681648, 1372681653, 1372681658, 1372681661, 1372681664, 1372681667, 1372681670, 1372681673, 1372681681, 1372681688, 1372681691, 1372681694, 1372681697, 1372681700, 1372681703, 1372681718, 1372681733, 1372681743, 1372681753, 1372681763, 1372681771, 1372681778, 1372681793, 1372681808, 1372681838, 1372681853, 1372681868, 1372681883, 1372681891, 1372681898, 1372682003]"
150,100,0,23,18,"[6452, 9967, 9971, 7478, 10120, 4122, 2633, 2643, 6818, 2656, 7099, 2611, 2622, 7076, 1998, 1962, 2613, 4034, 9863, 9866, 4223, 9870, 8771]","[[-8.663166, 41.173416], [-8.663211, 41.17338], [-8.664282, 41.172561], [-8.664111, 41.171886], [-8.662563, 41.173038], [-8.661843, 41.17482], [-8.660682, 41.175108], [-8.660439, 41.172876], [-8.658333, 41.171094], [-8.657361, 41.170608], [-8.65737, 41.170626], [-8.657316, 41.170599], [-8.656263, 41.170653], [-8.654004, 41.16969], [-8.653167, 41.169969], [-8.653167, 41.170041], [-8.653176, 41.170041], [-8.653185, 41.170032]]","[1372680449, 1372680464, 1372680479, 1372680494, 1372680509, 1372680524, 1372680539, 1372680554, 1372680569, 1372680584, 1372680599, 1372680614, 1372680629, 1372680644, 1372680659, 1372680674, 1372680689, 1372680704]","[1372680449, 1372680494, 1372680499, 1372680504, 1372680509, 1372680514, 1372680519, 1372680524, 1372680532, 1372680539, 1372680544, 1372680549, 1372680554, 1372680569, 1372680599, 1372680614, 1372680629, 1372680632, 1372680635, 1372680638, 1372680641, 1372680644, 1372680704]"
151,2,0,11,15,"[311, 2247, 2239, 10127, 7807, 10311, 349, 141, 8003, 2774, 2961]","[[-8.601246, 41.181768], [-8.601246, 41.181768], [-8.601255, 41.181768], [-8.60103, 41.182218], [-8.601417, 41.182695], [-8.600787, 41.183001], [-8.599068, 41.182524], [-8.597538, 41.182119], [-8.597511, 41.182083], [-8.59752, 41.182083], [-8.597502, 41.182083], [-8.596782, 41.182065], [-8.594091, 41.181201], [-8.590842, 41.179923], [-8.587521, 41.179572]]","[1372678305, 1372678350, 1372678365, 1372678380, 1372678395, 1372678410, 1372678425, 1372678440, 1372678455, 1372678470, 1372678485, 1372678500, 1372678515, 1372678530, 1372678545]","[1372678305, 1372678403, 1372678500, 1372678505, 1372678510, 1372678515, 1372678523, 1372678530, 1372678535, 1372678540, 1372678545]"
152,6,1,19,12,"[311, 2247, 2238, 2235, 2237, 2699, 2661, 341, 2979, 1008, 10340, 7811, 7812, 342, 344, 7120, 7122, 2672, 347]","[[-8.600166, 41.182722], [-8.600121, 41.182794], [-8.598357, 41.182335], [-8.597169, 41.182209], [-8.599086, 41.182839], [-8.602353, 41.183694], [-8.603451, 41.183946], [-8.606052, 41.184549], [-8.609661, 41.184594], [-8.612649, 41.183487], [-8.613513, 41.183334], [-8.616564, 41.183019]]","[1372675834, 1372675849, 1372675864, 1372675879, 1372675894, 1372675909, 1372675924, 1372675939, 1372675954, 1372675969, 1372675984, 1372675999]","[1372675834, 1372675879, 1372675884, 1372675889, 1372675894, 1372675899, 1372675904, 1372675909, 1372675924, 1372675932, 1372675939, 1372675944, 1372675949, 1372675954, 1372675958, 1372675962, 1372675965, 1372675969, 1372675999]"
153,341,0,18,19,"[536, 537, 4405, 4414, 859, 115, 8233, 109, 107, 106, 6921, 113, 9330, 2990, 7749, 75, 9887, 77]","[[-8.601777, 41.159628], [-8.601777, 41.159637], [-8.601786, 41.159628], [-8.601804, 41.159619], [-8.601804, 41.159628], [-8.601786, 41.159637], [-8.60112, 41.159385], [-8.601795, 41.157684], [-8.602695, 41.155407], [-8.60301, 41.15466], [-8.60445, 41.15475], [-8.604549, 41.154777], [-8.604765, 41.153715], [-8.606052, 41.153535], [-8.606151, 41.153508], [-8.606448, 41.152509], [-8.6076, 41.150718], [-8.608707, 41.150439], [-8.608851, 41.150439]]","[1372686575, 1372686590, 1372686605, 1372686620, 1372686635, 1372686650, 1372686665, 1372686680, 1372686695, 1372686710, 1372686725, 1372686740, 1372686755, 1372686770, 1372686785, 1372686800, 1372686815, 1372686830, 1372686845]","[1372686575, 1372686628, 1372686680, 1372686685, 1372686690, 1372686695, 1372686710, 1372686725, 1372686755, 1372686763, 1372686770, 1372686780, 1372686790, 1372686800, 1372686808, 1372686815, 1372686830, 1372686845]"
154,304,0,36,40,"[548, 417, 418, 547, 8188, 549, 550, 7488, 7486, 534, 536, 538, 4410, 9466, 847, 9470, 1296, 849, 9451, 2114, 2087, 9589, 4449, 4474, 2090, 4477, 2093, 9803, 2085, 4491, 4496, 4502, 1914, 1911, 5389, 5388]","[[-8.607303, 41.161536], [-8.60715, 41.161518], [-8.607132, 41.161527], [-8.607033, 41.161986], [-8.606925, 41.162049], [-8.606916, 41.162085], [-8.607798, 41.16231], [-8.609049, 41.162445], [-8.609373, 41.162067], [-8.608914, 41.161347], [-8.606556, 41.160807], [-8.605359, 41.160609], [-8.604, 41.160249], [-8.602038, 41.1597], [-8.601327, 41.159502], [-8.599932, 41.159115], [-8.598879, 41.158854], [-8.598672, 41.158008], [-8.597574, 41.157378], [-8.596197, 41.15628], [-8.595315, 41.155569], [-8.595036, 41.155614], [-8.592147, 41.155614], [-8.591067, 41.154849], [-8.591418, 41.153094], [-8.592552, 41.151483], [-8.593389, 41.150988], [-8.593443, 41.150961], [-8.593659, 41.150916], [-8.592975, 41.150673], [-8.590284, 41.150007], [-8.587431, 41.149242], [-8.585766, 41.148864], [-8.585685, 41.148828], [-8.585676, 41.148828], [-8.585676, 41.148828], [-8.585667, 41.148855], [-8.585658, 41.148882], [-8.585649, 41.148891], [-8.585937, 41.14899]]","[1372684666, 1372684681, 1372684696, 1372684711, 1372684726, 1372684741, 1372684756, 1372684771, 1372684786, 1372684801, 1372684816, 1372684831, 1372684846, 1372684861, 1372684876, 1372684891, 1372684906, 1372684921, 1372684936, 1372684951, 1372684966, 1372684981, 1372684996, 1372685011, 1372685026, 1372685041, 1372685056, 1372685071, 1372685086, 1372685101, 1372685116, 1372685131, 1372685146, 1372685161, 1372685176, 1372685191, 1372685206, 1372685221, 1372685236, 1372685251]","[1372684666, 1372684756, 1372684786, 1372684801, 1372684809, 1372684816, 1372684824, 1372684831, 1372684839, 1372684846, 1372684861, 1372684876, 1372684891, 1372684906, 1372684921, 1372684936, 1372684966, 1372684981, 1372684996, 1372685004, 1372685011, 1372685019, 1372685026, 1372685036, 1372685046, 1372685056, 1372685086, 1372685094, 1372685101, 1372685109, 1372685116, 1372685124, 1372685131, 1372685171, 1372685211, 1372685251]"
155,130,1,46,21,"[699, 730, 1614, 7329, 728, 7331, 7053, 6458, 36, 5383, 5379, 7383, 10416, 33, 6456, 996, 28, 26, 34, 7973, 35, 36, 5383, 5379, 7383, 10416, 33, 6456, 996, 29, 10276, 7265, 7781, 10431, 10427, 734, 7780, 9519, 878, 9533, 6143, 884, 892, 880, 9046, 794]","[[-8.617572, 41.146164], [-8.617275, 41.144976], [-8.615754, 41.145417], [-8.614053, 41.146002], [-8.612523, 41.145984], [-8.611866, 41.14602], [-8.61084, 41.14575], [-8.610885, 41.145471], [-8.610858, 41.144976], [-8.610327, 41.143365], [-8.608635, 41.143158], [-8.606646, 41.142321], [-8.605233, 41.143293], [-8.605125, 41.143617], [-8.605611, 41.144319], [-8.605998, 41.144445], [-8.606025, 41.144436], [-8.606052, 41.144409], [-8.606079, 41.144382], [-8.606079, 41.144364], [-8.60607, 41.144364]]","[1372685088, 1372685103, 1372685118, 1372685133, 1372685148, 1372685163, 1372685178, 1372685193, 1372685208, 1372685223, 1372685238, 1372685253, 1372685268, 1372685283, 1372685298, 1372685313, 1372685328, 1372685343, 1372685358, 1372685373, 1372685388]","[1372685088, 1372685098, 1372685108, 1372685118, 1372685123, 1372685128, 1372685133, 1372685134, 1372685136, 1372685137, 1372685138, 1372685139, 1372685141, 1372685142, 1372685143, 1372685144, 1372685146, 1372685147, 1372685148, 1372685150, 1372685152, 1372685154, 1372685156, 1372685158, 1372685160, 1372685162, 1372685164, 1372685166, 1372685168, 1372685170, 1372685172, 1372685174, 1372685176, 1372685178, 1372685188, 1372685198, 1372685208, 1372685216, 1372685223, 1372685228, 1372685233, 1372685238, 1372685253, 1372685261, 1372685268, 1372685388]"
156,272,0,22,23,"[8094, 471, 10005, 8093, 4352, 179, 9639, 5196, 2325, 1414, 1428, 1430, 1424, 5538, 1426, 3315, 1421, 1419, 3317, 3320, 764, 762]","[[-8.644122, 41.158197], [-8.645085, 41.158278], [-8.644302, 41.158863], [-8.642772, 41.15961], [-8.642214, 41.159934], [-8.642196, 41.159907], [-8.641278, 41.15988], [-8.64081, 41.159871], [-8.640774, 41.159178], [-8.64144, 41.157045], [-8.642223, 41.154588], [-8.642376, 41.154156], [-8.642403, 41.154048], [-8.640675, 41.153526], [-8.637525, 41.152815], [-8.634591, 41.15241], [-8.63442, 41.151429], [-8.635959, 41.151015], [-8.638875, 41.1498], [-8.64225, 41.149341], [-8.644689, 41.151015], [-8.642538, 41.151591], [-8.640828, 41.149188]]","[1372684894, 1372684909, 1372684924, 1372684939, 1372684954, 1372684969, 1372684984, 1372684999, 1372685014, 1372685029, 1372685044, 1372685059, 1372685074, 1372685089, 1372685104, 1372685119, 1372685134, 1372685149, 1372685164, 1372685179, 1372685194, 1372685209, 1372685224]","[1372684894, 1372684909, 1372684924, 1372684939, 1372684954, 1372684969, 1372684984, 1372685014, 1372685019, 1372685024, 1372685029, 1372685039, 1372685049, 1372685059, 1372685074, 1372685089, 1372685094, 1372685099, 1372685104, 1372685119, 1372685172, 1372685224]"
157,349,0,42,15,"[4351, 4358, 4345, 4356, 4357, 9063, 468, 470, 9939, 6444, 464, 462, 459, 8924, 6872, 461, 752, 750, 488, 4932, 482, 483, 478, 135, 219, 7778, 216, 218, 5373, 5412, 7981, 7983, 5414, 1661, 9695, 3320, 764, 763, 3311, 761, 4862, 3335]","[[-8.643123, 41.15943], [-8.643123, 41.159439], [-8.643105, 41.15943], [-8.642619, 41.159205], [-8.642583, 41.158377], [-8.64351, 41.157486], [-8.645292, 41.157963], [-8.645652, 41.15673], [-8.647695, 41.154975], [-8.648406, 41.155713], [-8.649315, 41.158098], [-8.648082, 41.158989], [-8.646129, 41.156721], [-8.644698, 41.15349], [-8.641341, 41.150574]]","[1372681806, 1372681821, 1372681836, 1372681851, 1372681866, 1372681881, 1372681896, 1372681911, 1372681926, 1372681941, 1372681956, 1372681971, 1372681986, 1372682001, 1372682016]","[1372681806, 1372681836, 1372681866, 1372681874, 1372681881, 1372681886, 1372681891, 1372681896, 1372681900, 1372681904, 1372681907, 1372681911, 1372681916, 1372681921, 1372681926, 1372681931, 1372681936, 1372681941, 1372681949, 1372681956, 1372681961, 1372681966, 1372681971, 1372681986, 1372682001, 1372682002, 1372682003, 1372682004, 1372682005, 1372682005, 1372682006, 1372682007, 1372682008, 1372682009, 1372682010, 1372682011, 1372682012, 1372682012, 1372682013, 1372682014, 1372682015, 1372682016]"
158,185,2,55,44,"[7607, 8741, 154, 7995, 351, 155, 7996, 530, 5047, 7550, 3020, 9315, 9318, 9317, 3040, 3063, 865, 3059, 867, 3057, 540, 3081, 3083, 7085, 3174, 9810, 1898, 542, 547, 8188, 548, 416, 8170, 2270, 1783, 862, 9663, 9666, 9665, 611, 603, 614, 2021, 7045, 2067, 2030, 2244, 2027, 10190, 2063, 2701, 8957, 2241, 8013, 8015]","[[-8.630271, 41.157432], [-8.630307, 41.157432], [-8.629902, 41.157153], [-8.628336, 41.157261], [-8.627976, 41.15772], [-8.627967, 41.158044], [-8.626788, 41.158935], [-8.624673, 41.159844], [-8.622855, 41.160357], [-8.621235, 41.160285], [-8.621064, 41.161257], [-8.619723, 41.161968], [-8.618175, 41.16249], [-8.615718, 41.162283], [-8.61309, 41.161905], [-8.611605, 41.16177], [-8.610732, 41.161662], [-8.608599, 41.161302], [-8.607402, 41.161383], [-8.60697, 41.16204], [-8.606835, 41.16222], [-8.606394, 41.163813], [-8.606331, 41.165127], [-8.606448, 41.166414], [-8.60643, 41.168439], [-8.605296, 41.170464], [-8.604144, 41.172201], [-8.605638, 41.173245], [-8.60571, 41.17347], [-8.60571, 41.173488], [-8.60571, 41.173488], [-8.604729, 41.173677], [-8.601678, 41.173758], [-8.599968, 41.174469], [-8.599797, 41.174739], [-8.599959, 41.176548], [-8.599077, 41.178312], [-8.600472, 41.178933], [-8.601147, 41.17914], [-8.601147, 41.179131], [-8.601147, 41.179131], [-8.601138, 41.179131], [-8.601147, 41.179131], [-8.601624, 41.179248]]","[1372685157, 1372685172, 1372685187, 1372685202, 1372685217, 1372685232, 1372685247, 1372685262, 1372685277, 1372685292, 1372685307, 1372685322, 1372685337, 1372685352, 1372685367, 1372685382, 1372685397, 1372685412, 1372685427, 1372685442, 1372685457, 1372685472, 1372685487, 1372685502, 1372685517, 1372685532, 1372685547, 1372685562, 1372685577, 1372685592, 1372685607, 1372685622, 1372685637, 1372685652, 1372685667, 1372685682, 1372685697, 1372685712, 1372685727, 1372685742, 1372685757, 1372685772, 1372685787, 1372685802]","[1372685157, 1372685187, 1372685195, 1372685202, 1372685217, 1372685232, 1372685247, 1372685277, 1372685281, 1372685285, 1372685288, 1372685292, 1372685296, 1372685300, 1372685303, 1372685307, 1372685312, 1372685317, 1372685322, 1372685337, 1372685345, 1372685352, 1372685357, 1372685362, 1372685367, 1372685375, 1372685382, 1372685397, 1372685405, 1372685412, 1372685427, 1372685457, 1372685472, 1372685487, 1372685495, 1372685502, 1372685532, 1372685540, 1372685547, 1372685562, 1372685577, 1372685600, 1372685622, 1372685630, 1372685637, 1372685645, 1372685652, 1372685662, 1372685672, 1372685682, 1372685686, 1372685690, 1372685693, 1372685697, 1372685802]"
159,222,1,46,33,"[9333, 52, 56, 24, 9331, 4903, 3000, 4907, 2988, 2990, 7749, 76, 73, 7268, 7708, 83, 103, 102, 89, 91, 103, 102, 88, 95, 97, 118, 6960, 101, 558, 556, 9371, 2252, 6673, 821, 8204, 8207, 933, 924, 2085, 4491, 4496, 4502, 1914, 1911, 5389, 5388]","[[-8.613252, 41.154426], [-8.613279, 41.154309], [-8.613288, 41.154318], [-8.613288, 41.154318], [-8.613279, 41.154318], [-8.613243, 41.153751], [-8.610858, 41.153562], [-8.608203, 41.153499], [-8.607366, 41.153436], [-8.60607, 41.152878], [-8.607051, 41.15187], [-8.606943, 41.151006], [-8.606898, 41.151042], [-8.606853, 41.151015], [-8.606169, 41.151006], [-8.604081, 41.150961], [-8.602479, 41.150997], [-8.602047, 41.151024], [-8.600418, 41.151087], [-8.600103, 41.150826], [-8.6004, 41.149386], [-8.598951, 41.149035], [-8.597709, 41.148747], [-8.595459, 41.150142], [-8.59437, 41.150682], [-8.594397, 41.150709], [-8.593119, 41.150691], [-8.590698, 41.150007], [-8.588124, 41.149332], [-8.586009, 41.148783], [-8.58564, 41.148819], [-8.585649, 41.148828], [-8.585649, 41.148828]]","[1372684658, 1372684673, 1372684688, 1372684703, 1372684718, 1372684733, 1372684748, 1372684763, 1372684778, 1372684793, 1372684808, 1372684823, 1372684838, 1372684853, 1372684868, 1372684883, 1372684898, 1372684913, 1372684928, 1372684943, 1372684958, 1372684973, 1372684988, 1372685003, 1372685018, 1372685033, 1372685048, 1372685063, 1372685078, 1372685093, 1372685108, 1372685123, 1372685138]","[1372684658, 1372684696, 1372684733, 1372684738, 1372684743, 1372684748, 1372684756, 1372684763, 1372684778, 1372684793, 1372684808, 1372684838, 1372684847, 1372684855, 1372684864, 1372684872, 1372684881, 1372684889, 1372684898, 1372684901, 1372684905, 1372684908, 1372684911, 1372684915, 1372684918, 1372684921, 1372684925, 1372684928, 1372684943, 1372684958, 1372684966, 1372684973, 1372684977, 1372684981, 1372684984, 1372684988, 1372685018, 1372685033, 1372685048, 1372685063, 1372685071, 1372685078, 1372685093, 1372685108, 1372685123, 1372685138]"
160,379,2,53,52,"[794, 7292, 7990, 7360, 9804, 798, 7357, 797, 7438, 7432, 812, 815, 7446, 722, 4577, 3228, 893, 31, 87, 7372, 85, 2996, 2992, 2997, 3006, 3002, 2994, 9914, 6728, 4327, 983, 833, 843, 830, 9807, 8170, 2270, 1783, 862, 9663, 9666, 9664, 600, 599, 7579, 590, 622, 572, 570, 1072, 1073, 7164, 7148]","[[-8.606457, 41.144589], [-8.607177, 41.145057], [-8.607087, 41.145921], [-8.606763, 41.146794], [-8.606799, 41.146902], [-8.606781, 41.146965], [-8.608284, 41.147352], [-8.608509, 41.147316], [-8.609418, 41.147514], [-8.610822, 41.147937], [-8.610507, 41.148936], [-8.610129, 41.150457], [-8.609643, 41.151798], [-8.609922, 41.153175], [-8.609427, 41.154489], [-8.609247, 41.15637], [-8.608698, 41.158485], [-8.607915, 41.160114], [-8.607456, 41.160897], [-8.607411, 41.160969], [-8.607231, 41.161284], [-8.606853, 41.16213], [-8.60688, 41.162139], [-8.60688, 41.162175], [-8.606907, 41.162346], [-8.606898, 41.162391], [-8.607006, 41.162562], [-8.606979, 41.162625], [-8.606826, 41.162634], [-8.606466, 41.163183], [-8.606268, 41.16366], [-8.60625, 41.165145], [-8.606331, 41.165235], [-8.606376, 41.165577], [-8.606457, 41.167683], [-8.60571, 41.169978], [-8.604999, 41.170869], [-8.605008, 41.170869], [-8.604279, 41.171787], [-8.606097, 41.172876], [-8.608851, 41.173911], [-8.612253, 41.174757], [-8.613792, 41.175369], [-8.615025, 41.175603], [-8.617797, 41.175243], [-8.618382, 41.175144], [-8.618364, 41.175144], [-8.618355, 41.175153], [-8.618337, 41.175144], [-8.618346, 41.175126], [-8.618319, 41.175126], [-8.618463, 41.175117]]","[1372678533, 1372678548, 1372678563, 1372678578, 1372678593, 1372678608, 1372678623, 1372678638, 1372678653, 1372678668, 1372678683, 1372678698, 1372678713, 1372678728, 1372678743, 1372678758, 1372678773, 1372678788, 1372678803, 1372678818, 1372678833, 1372678848, 1372678863, 1372678878, 1372678893, 1372678908, 1372678923, 1372678938, 1372678953, 1372678968, 1372678983, 1372678998, 1372679013, 1372679028, 1372679043, 1372679058, 1372679073, 1372679088, 1372679103, 1372679118, 1372679133, 1372679148, 1372679163, 1372679178, 1372679193, 1372679208, 1372679223, 1372679238, 1372679253, 1372679268, 1372679283, 1372679298]","[1372678533, 1372678548, 1372678551, 1372678555, 1372678558, 1372678562, 1372678565, 1372678569, 1372678572, 1372678576, 1372678579, 1372678583, 1372678586, 1372678590, 1372678593, 1372678623, 1372678653, 1372678668, 1372678698, 1372678703, 1372678708, 1372678713, 1372678728, 1372678731, 1372678734, 1372678737, 1372678740, 1372678743, 1372678751, 1372678758, 1372678766, 1372678773, 1372678788, 1372678833, 1372678878, 1372678983, 1372678998, 1372679028, 1372679043, 1372679073, 1372679088, 1372679103, 1372679118, 1372679133, 1372679148, 1372679153, 1372679158, 1372679163, 1372679178, 1372679183, 1372679188, 1372679193, 1372679298]"
161,12,1,47,47,"[9617, 7490, 551, 717, 1905, 4324, 107, 106, 6921, 114, 711, 4901, 10349, 3002, 2994, 9914, 6730, 69, 9911, 3009, 3003, 3005, 2998, 2991, 72, 7744, 6456, 996, 29, 10276, 7265, 7781, 10431, 10427, 734, 7780, 9519, 878, 9533, 6143, 884, 892, 880, 9046, 792, 7355, 6350]","[[-8.604819, 41.161131], [-8.604819, 41.161122], [-8.604873, 41.161077], [-8.605152, 41.160708], [-8.605224, 41.160591], [-8.605926, 41.159547], [-8.605467, 41.158953], [-8.604531, 41.158467], [-8.60463, 41.156694], [-8.604702, 41.154795], [-8.604981, 41.153553], [-8.606835, 41.15358], [-8.607753, 41.153598], [-8.608104, 41.153607], [-8.609697, 41.153643], [-8.609724, 41.153634], [-8.609715, 41.153643], [-8.609769, 41.153652], [-8.609643, 41.154156], [-8.609202, 41.155038], [-8.609571, 41.155155], [-8.60958, 41.155155], [-8.61003, 41.155074], [-8.610084, 41.153823], [-8.610084, 41.153769], [-8.610075, 41.153769], [-8.61012, 41.152545], [-8.610678, 41.15115], [-8.61084, 41.150439], [-8.610795, 41.150448], [-8.611029, 41.149989], [-8.611164, 41.14818], [-8.6112, 41.148018], [-8.611227, 41.148036], [-8.611227, 41.148009], [-8.611452, 41.146767], [-8.61156, 41.146182], [-8.610831, 41.145705], [-8.610903, 41.1453], [-8.610903, 41.145147], [-8.610552, 41.143941], [-8.609562, 41.143167], [-8.607528, 41.142555], [-8.605278, 41.143023], [-8.605017, 41.143707], [-8.603766, 41.143626], [-8.602056, 41.142762]]","[1372677217, 1372677232, 1372677247, 1372677262, 1372677277, 1372677292, 1372677307, 1372677322, 1372677337, 1372677352, 1372677367, 1372677382, 1372677397, 1372677412, 1372677427, 1372677442, 1372677457, 1372677472, 1372677487, 1372677502, 1372677517, 1372677532, 1372677547, 1372677562, 1372677577, 1372677592, 1372677607, 1372677622, 1372677637, 1372677652, 1372677667, 1372677682, 1372677697, 1372677712, 1372677727, 1372677742, 1372677757, 1372677772, 1372677787, 1372677802, 1372677817, 1372677832, 1372677847, 1372677862, 1372677877, 1372677892, 1372677907]","[1372677217, 1372677262, 1372677292, 1372677307, 1372677322, 1372677337, 1372677352, 1372677367, 1372677375, 1372677382, 1372677412, 1372677427, 1372677442, 1372677465, 1372677487, 1372677502, 1372677532, 1372677547, 1372677562, 1372677577, 1372677587, 1372677597, 1372677607, 1372677615, 1372677622, 1372677652, 1372677675, 1372677697, 1372677720, 1372677742, 1372677752, 1372677762, 1372677772, 1372677802, 1372677807, 1372677812, 1372677817, 1372677825, 1372677832, 1372677837, 1372677842, 1372677847, 1372677855, 1372677862, 1372677877, 1372677892, 1372677907]"
