,user_id,flag,road_len,gps_len,road,gps,time,ptime
507,15,1,12,29,"[4940, 14432, 17284, 6058, 15333, 13116, 13195, 12616, 12464, 12645, 33172, 12623]","[[104.0127599675899, 30.62080753684929], [104.0133069757692, 30.62141567937926], [104.0140801718365, 30.62218509626629], [104.0148135208114, 30.62291665259553], [104.0155259512328, 30.62368226331663], [104.0162792401441, 30.62456771388905], [104.0170225742544, 30.62544820329871], [104.0179941046305, 30.6266089302718], [104.0184574582467, 30.62711439395745], [104.0184564617346, 30.62711439681415], [104.0186776829798, 30.62722471788325], [104.0189796201901, 30.62740777935274], [104.0192895261574, 30.62770977118207], [104.0193792067521, 30.62786845067272], [104.0197050544285, 30.6282913498719], [104.0202880041527, 30.62891743826715], [104.0209257735855, 30.6295053934342], [104.0216263355922, 30.63010517473732], [104.021703069565, 30.63016293553117], [104.0217648553987, 30.63021074247329], [104.0222152944134, 30.63060931670996], [104.022818208887, 30.63121838343092], [104.0234530156303, 30.63200629525391], [104.0238237210077, 30.63287491111407], [104.0241754956637, 30.6336966007908], [104.0245043478979, 30.63457633153617], [104.0248900169856, 30.63534495419966], [104.0255278498781, 30.63603892215159], [104.0262165391875, 30.63639690054927]]","[1407056724, 1407056732, 1407056742, 1407056752, 1407056762, 1407056772, 1407056782, 1407056793, 1407056803, 1407056813, 1407056823, 1407056833, 1407056843, 1407056853, 1407056863, 1407056873, 1407056883, 1407056893, 1407056903, 1407056913, 1407056923, 1407056933, 1407056943, 1407056953, 1407056963, 1407056973, 1407056983, 1407056993, 1407057003]","[1407056724, 1407056742, 1407056752, 1407056782, 1407056823, 1407056853, 1407056883, 1407056933, 1407056953, 1407056973, 1407056988, 1407057003]"
508,15,1,24,64,"[12565, 12621, 3235, 3243, 14, 11373, 3241, 12641, 13174, 12466, 11475, 12473, 20334, 12698, 12734, 36513, 20333, 5893, 26182, 20318, 20319, 5897, 20301, 20418]","[[104.0291647895901, 30.63796035834921], [104.0293631405976, 30.63810477485684], [104.0294707877652, 30.63820744846329], [104.0295774400958, 30.63827413998202], [104.0296212967568, 30.63831200885625], [104.029715991358, 30.63830676219934], [104.0297847697216, 30.63830258334513], [104.0298336114787, 30.63832044771724], [104.0298525502712, 30.63832439638541], [104.0298256303334, 30.63847340483185], [104.0292524606545, 30.63895871029088], [104.028428108775, 30.63967559405698], [104.0279855377966, 30.64007360663635], [104.0274981193577, 30.64047974067046], [104.0268891011097, 30.64106513270185], [104.0260309121351, 30.64185412361249], [104.0249584509554, 30.64286362458737], [104.0237873500446, 30.64392839944432], [104.0225544859541, 30.64515430659423], [104.0213764700482, 30.64634210507205], [104.0203838497624, 30.64737147101819], [104.0199393345495, 30.64863019641993], [104.0198964393935, 30.64961889639759], [104.0198615194769, 30.65054260069813], [104.0198495082117, 30.65173112554869], [104.0198125658132, 30.65331754887505], [104.0197646542947, 30.65506693086673], [104.0196978043346, 30.65691332209261], [104.0196100309839, 30.65867580654131], [104.0195561390532, 30.66045718368339], [104.0194912936419, 30.66205167123353], [104.0194394055198, 30.66359414259759], [104.0193944986208, 30.66501364624548], [104.0193495938512, 30.6663861689614], [104.0193196325508, 30.66785960279757], [104.0192956508747, 30.66932302220269], [104.0192657068827, 30.67040762547263], [104.0192417389556, 30.67156217951817], [104.0191699351767, 30.67277684216762], [104.0191230431653, 30.67402341821544], [104.0191578742415, 30.6750868418036], [104.0194219114617, 30.67603966026948], [104.0199002052535, 30.67699786737945], [104.0205539010237, 30.67785862515916], [104.0214986023671, 30.67876155210582], [104.0225898220137, 30.6796860769442], [104.0238793901899, 30.6807750021602], [104.0253573582742, 30.68207235211712], [104.0269480051128, 30.683464402686], [104.0285407142125, 30.68482951812564], [104.0301006002426, 30.68619278144602], [104.0313764708208, 30.68729795715867], [104.0325636725733, 30.6883304348485], [104.0338765255353, 30.68943260212876], [104.0353997893651, 30.69058727257684], [104.0368902236094, 30.69186703182348], [104.0380577006509, 30.69286975584368], [104.0393707940273, 30.69404010111208], [104.040693927493, 30.69507254115339], [104.0417598688889, 30.6957048069319], [104.0434650856279, 30.69628171367328], [104.0454117770284, 30.69665329600776], [104.0469098044612, 30.6967440781896], [104.046922770832, 30.69673705433083]]","[1407057525, 1407057535, 1407057545, 1407057555, 1407057565, 1407057575, 1407057585, 1407057595, 1407057605, 1407057615, 1407057625, 1407057635, 1407057645, 1407057655, 1407057665, 1407057675, 1407057685, 1407057695, 1407057705, 1407057715, 1407057725, 1407057735, 1407057745, 1407057755, 1407057765, 1407057775, 1407057785, 1407057795, 1407057805, 1407057816, 1407057826, 1407057836, 1407057846, 1407057856, 1407057866, 1407057876, 1407057886, 1407057896, 1407057906, 1407057916, 1407057926, 1407057936, 1407057946, 1407057956, 1407057966, 1407057976, 1407057986, 1407057996, 1407058006, 1407058016, 1407058026, 1407058036, 1407058046, 1407058056, 1407058066, 1407058076, 1407058086, 1407058096, 1407058106, 1407058116, 1407058126, 1407058136, 1407058146, 1407058156]","[1407057525, 1407057585, 1407057625, 1407057655, 1407057695, 1407057705, 1407057715, 1407057725, 1407057730, 1407057735, 1407057755, 1407057775, 1407057782, 1407057788, 1407057795, 1407057806, 1407057816, 1407057866, 1407057936, 1407058006, 1407058056, 1407058076, 1407058096, 1407058156]"
509,15,1,10,27,"[1965, 12968, 7148, 26447, 20483, 33905, 38978, 1261, 29639, 2181]","[[104.0544981554132, 30.69685521636306], [104.0547735277992, 30.69682573431429], [104.055823161255, 30.69684186456421], [104.0574366192037, 30.69692904752711], [104.0591649642208, 30.69691419786026], [104.0602886623276, 30.69692840001895], [104.0603535311802, 30.6969312968652], [104.0603714955757, 30.69691727524695], [104.0607667044188, 30.69686568318852], [104.0615631255739, 30.69691943634155], [104.0628137106063, 30.69694755863125], [104.0631321094868, 30.69691910776144], [104.0632498890917, 30.69689294936634], [104.063336725419, 30.6969088165596], [104.0634035994537, 30.69692471278606], [104.0634095872425, 30.69694669391018], [104.0636561310848, 30.69686837693184], [104.0640064857215, 30.69680590816208], [104.0646792526242, 30.6969189140435], [104.0655996111144, 30.69686968068438], [104.0665838950914, 30.69696533294655], [104.0668484439508, 30.69694999702989], [104.067106009643, 30.69690068894635], [104.0675213110872, 30.69693514509699], [104.0687173529559, 30.6969146768159], [104.0700123141134, 30.69688716041409], [104.0706383577391, 30.69689644330113]]","[1407058357, 1407058367, 1407058377, 1407058387, 1407058397, 1407058407, 1407058417, 1407058427, 1407058437, 1407058447, 1407058457, 1407058467, 1407058477, 1407058487, 1407058497, 1407058507, 1407058517, 1407058527, 1407058535, 1407058545, 1407058556, 1407058566, 1407058576, 1407058586, 1407058596, 1407058606, 1407058616]","[1407058357, 1407058377, 1407058387, 1407058397, 1407058407, 1407058437, 1407058487, 1407058516, 1407058545, 1407058616]"
510,15,0,29,76,"[36260, 20266, 12079, 12077, 20291, 20267, 27030, 18535, 26086, 18525, 18540, 18505, 6265, 7235, 20281, 1586, 18511, 18533, 38052, 26582, 18508, 13913, 27065, 5284, 7328, 7321, 33757, 2863, 13470]","[[104.0711885378553, 30.69681287020979], [104.0712025183659, 30.69678586742911], [104.071562981164, 30.69691841206594], [104.0721501310061, 30.69690079165422], [104.0724347240832, 30.69691748468373], [104.0728431482966, 30.69692006042855], [104.0738188082733, 30.6969050869496], [104.0749553093857, 30.6968740130591], [104.0755475542009, 30.69686547283322], [104.0757143480269, 30.69679235652478], [104.0759610408328, 30.6967901373743], [104.0760878800973, 30.69687598517512], [104.0764174728997, 30.6969556599708], [104.0767720510725, 30.69682441681239], [104.0769728265026, 30.69650239716387], [104.0776280705792, 30.69626496618104], [104.0780865380753, 30.69646250659773], [104.0791523519882, 30.69670657513363], [104.0805738675169, 30.69689947453608], [104.08130615118, 30.6968340201477], [104.0815798882538, 30.69685883352894], [104.0821573570806, 30.69667755995703], [104.0832793843025, 30.6961091722363], [104.0843285389502, 30.69546191490319], [104.085192880405, 30.6950336912044], [104.0862271412359, 30.69456144903079], [104.0875702620662, 30.69398219051637], [104.089309264076, 30.69317800116838], [104.0911853634032, 30.69226097128804], [104.093097631584, 30.6912901184523], [104.0950460766768, 30.69029143869297], [104.0969407197379, 30.68932190868887], [104.0987785418632, 30.68842849169436], [104.1003145354305, 30.68736423609737], [104.1013116347973, 30.68576518888775], [104.1022997881441, 30.68402024585827], [104.1032609824983, 30.68231931275729], [104.1039671518497, 30.68110310457189], [104.1046123303097, 30.67992587502193], [104.1052325190686, 30.67882261799046], [104.1058267192686, 30.6777133673212], [104.1064449554976, 30.67633326296602], [104.1071162406494, 30.67464933451521], [104.1075984601123, 30.67340113135019], [104.1078445758529, 30.67277253737707], [104.1082967935957, 30.67166426807509], [104.1088630817368, 30.67022621555004], [104.1094483958966, 30.66871721651911], [104.1099926993253, 30.66737013297098], [104.110293888383, 30.66628979239703], [104.1096646194643, 30.66591258293153], [104.1098116589638, 30.66647242222673], [104.1108821475804, 30.66682092330572], [104.1118176174292, 30.66710140844048], [104.1126210726259, 30.66688905256414], [104.113231483119, 30.6657329976355], [104.1147944603629, 30.66596507247802], [104.1165997054493, 30.66650730630024], [104.117306254083, 30.66619105511916], [104.117743649462, 30.66500796298771], [104.1181970746759, 30.66362697802891], [104.1186294972886, 30.66210704027787], [104.1178479049744, 30.66124770627512], [104.1166780275881, 30.6607748911657], [104.1167410955137, 30.6603211431143], [104.1170883861629, 30.65969771399026], [104.1174847232273, 30.65900136384255], [104.1177929929649, 30.65839190242806], [104.1177619840757, 30.65805302206613], [104.116633143591, 30.65753026585544], [104.1156094294119, 30.65700464242327], [104.11554238452, 30.656962606233], [104.1164279988515, 30.65738415555785], [104.1177920117421, 30.65796708618637], [104.119134084066, 30.65850508228639], [104.1195144028644, 30.6586193927141]]","[1407058636, 1407058644, 1407058654, 1407058664, 1407058674, 1407058684, 1407058694, 1407058704, 1407058714, 1407058724, 1407058734, 1407058744, 1407058754, 1407058764, 1407058774, 1407058784, 1407058794, 1407058805, 1407058815, 1407058825, 1407058835, 1407058845, 1407058855, 1407058865, 1407058875, 1407058885, 1407058895, 1407058905, 1407058915, 1407058925, 1407058935, 1407058945, 1407058955, 1407058965, 1407058975, 1407058985, 1407058995, 1407059005, 1407059015, 1407059025, 1407059035, 1407059045, 1407059055, 1407059065, 1407059075, 1407059085, 1407059095, 1407059105, 1407059115, 1407059125, 1407059135, 1407059145, 1407059155, 1407059165, 1407059176, 1407059186, 1407059196, 1407059206, 1407059216, 1407059226, 1407059236, 1407059246, 1407059256, 1407059266, 1407059276, 1407059286, 1407059296, 1407059306, 1407059316, 1407059326, 1407059336, 1407059356, 1407059366, 1407059376, 1407059386, 1407059396]","[1407058636, 1407058754, 1407058805, 1407058865, 1407058955, 1407059015, 1407059075, 1407059145, 1407059186, 1407059188, 1407059190, 1407059191, 1407059193, 1407059195, 1407059197, 1407059199, 1407059201, 1407059202, 1407059204, 1407059206, 1407059216, 1407059246, 1407059276, 1407059306, 1407059336, 1407059351, 1407059366, 1407059376, 1407059396]"
511,15,0,26,104,"[13470, 13449, 1093, 4427, 21251, 7327, 5285, 27068, 4422, 20285, 18532, 20282, 20407, 20279, 20276, 32121, 32120, 4492, 20274, 20272, 20270, 26260, 20269, 2743, 1975, 25097]","[[104.1190000078654, 30.65770830278169], [104.1189960040003, 30.65771929426351], [104.1189940017227, 30.65773228674896], [104.1189639766933, 30.65772925999609], [104.1189509648779, 30.65774923916688], [104.118914934237, 30.65776020078421], [104.1188698906578, 30.65789010239756], [104.1185736367466, 30.65807774663752], [104.1187287558492, 30.6582708059342], [104.1187257531326, 30.65827580098269], [104.1187848008092, 30.65830384352203], [104.1193782889886, 30.65855928937869], [104.1201819721602, 30.65891091027604], [104.1208165289571, 30.65920141068459], [104.1208225337378, 30.65921641015079], [104.1207965065887, 30.65929135151976], [104.1202670392587, 30.65909391384006], [104.1193392492789, 30.65869819193875], [104.1183494435104, 30.65829444699451], [104.1178510446141, 30.65826800816438], [104.1176218453837, 30.65867262810628], [104.1173506092702, 30.65921915112623], [104.1170533566643, 30.65975965663482], [104.1168481850938, 30.66011832333211], [104.1167681202274, 30.66022320895951], [104.1164969020369, 30.66058781912517], [104.1162436883268, 30.66120533636857], [104.1158763960346, 30.6618197628923], [104.1156872486643, 30.66211547844437], [104.1153720029472, 30.66268297441342], [104.1149697015732, 30.66327439445307], [104.1140571096485, 30.66317773231556], [104.1130555018592, 30.66305504903243], [104.1122100133602, 30.66315341341891], [104.1117967657249, 30.66364091979259], [104.1115075805703, 30.66433642234327], [104.1113865033798, 30.66464420760887], [104.1113845012378, 30.66466819574348], [104.1113804982911, 30.66468718477303], [104.1113684912986, 30.66470416946613], [104.1113544833255, 30.66472015330178], [104.111321465106, 30.66474612038476], [104.1113114593123, 30.66476010772428], [104.1112023859215, 30.66514086939766], [104.1108611755349, 30.66598927734043], [104.1106070272764, 30.66651088764987], [104.1103368607538, 30.6673273600395], [104.1099536431815, 30.66820274094715], [104.1097535275957, 30.66875937555967], [104.1097215097356, 30.66883832170906], [104.109659479277, 30.66890425609781], [104.1095734375708, 30.66899016779654], [104.1095714364205, 30.66899616397175], [104.1095114010715, 30.66919604041113], [104.109331305452, 30.66959076145874], [104.1090551601924, 30.67022832160226], [104.1087469893974, 30.67121671053733], [104.1084968445652, 30.67222212602598], [104.1081356782572, 30.67285465151626], [104.1081106644629, 30.67295259462788], [104.1080066264632, 30.67294654313491], [104.1078185522122, 30.67308338506479], [104.1078825675007, 30.6732493436375], [104.1077545244295, 30.67319230368964], [104.1077055084256, 30.67316429133471], [104.1076294715344, 30.67338715320565], [104.107632435869, 30.67418279836364], [104.1072162405098, 30.6753610635313], [104.1065679794579, 30.67660419737778], [104.1064679293275, 30.67704695208993], [104.1065509494683, 30.67714394642445], [104.1066039657229, 30.67713597445664], [104.1065869621817, 30.67710198192368], [104.1065359464722, 30.67711195394596], [104.1064489206012, 30.67711491279679], [104.1063658989168, 30.67705989988975], [104.1063918884338, 30.67745073549543], [104.1059617489771, 30.67785336263385], [104.1054295666488, 30.67882269872509], [104.1050804512179, 30.6795242393926], [104.1050144284987, 30.67969013800291], [104.1049704149736, 30.67976808528339], [104.1049384053663, 30.67982104867628], [104.1047373472273, 30.68012983048178], [104.10436623719, 30.68086735591081], [104.1039391194563, 30.6816978245888], [104.1036990533016, 30.68224649179427], [104.1036680301874, 30.68263730337701], [104.1040930910333, 30.68291232685262], [104.1046331886553, 30.68308944595108], [104.1053263292716, 30.68342156869142], [104.1059474744686, 30.68371869565443], [104.1064125891055, 30.68406874283447], [104.1068657068136, 30.68448876112029], [104.1072308037047, 30.68493273359201], [104.1070567285709, 30.68533146704025], [104.1066715859867, 30.68580906647469], [104.1062844527561, 30.68622070108955], [104.1060963870039, 30.68649749054391], [104.1059573310881, 30.68688325271511], [104.1056402306317, 30.68724994840861], [104.1052461087897, 30.68778254050944], [104.1051290664102, 30.68810534490706], [104.105176069524, 30.68827528571346]]","[1407070303, 1407070311, 1407070321, 1407070331, 1407070351, 1407070361, 1407070371, 1407070381, 1407070391, 1407070401, 1407070411, 1407070421, 1407070431, 1407070441, 1407070451, 1407070461, 1407070471, 1407070481, 1407070491, 1407070501, 1407070511, 1407070521, 1407070531, 1407070551, 1407070561, 1407070571, 1407070581, 1407070591, 1407070601, 1407070611, 1407070621, 1407070632, 1407070642, 1407070652, 1407070662, 1407070672, 1407070682, 1407070692, 1407070702, 1407070712, 1407070722, 1407070732, 1407070742, 1407070752, 1407070762, 1407070772, 1407070782, 1407070792, 1407070802, 1407070812, 1407070822, 1407070832, 1407070852, 1407070862, 1407070872, 1407070882, 1407070892, 1407070902, 1407070912, 1407070924, 1407070932, 1407070942, 1407070953, 1407070963, 1407070973, 1407070983, 1407070993, 1407071003, 1407071013, 1407071023, 1407071033, 1407071043, 1407071053, 1407071063, 1407071073, 1407071083, 1407071093, 1407071103, 1407071113, 1407071123, 1407071133, 1407071143, 1407071153, 1407071163, 1407071173, 1407071183, 1407071193, 1407071203, 1407071213, 1407071223, 1407071233, 1407071243, 1407071253, 1407071263, 1407071273, 1407071283, 1407071293, 1407071303, 1407071313, 1407071323, 1407071333, 1407071343, 1407071354, 1407071364]","[1407070303, 1407070352, 1407070402, 1407070451, 1407070481, 1407070501, 1407070531, 1407070601, 1407070642, 1407070702, 1407070732, 1407070762, 1407070812, 1407070882, 1407070942, 1407070968, 1407070993, 1407071003, 1407071053, 1407071078, 1407071103, 1407071133, 1407071183, 1407071243, 1407071283, 1407071364]"
512,16,0,20,29,"[22453, 2047, 22438, 13772, 12462, 22414, 22412, 22409, 27654, 27655, 12662, 12545, 22490, 22435, 12506, 39152, 22426, 9568, 32, 2059]","[[104.0347987659522, 30.68754016558424], [104.0344069748186, 30.68745917981734], [104.0344069748186, 30.68745917981734], [104.0351526785928, 30.68760725600899], [104.0361486705651, 30.68714201622233], [104.0369582691305, 30.6863484076618], [104.0374318806387, 30.68575553449978], [104.0376691774796, 30.68568899401237], [104.0387230274566, 30.68652709562871], [104.0397350383971, 30.68736632883024], [104.039755977281, 30.68737627532734], [104.0405806478351, 30.68633883496218], [104.0408937742028, 30.68585133645411], [104.0408937742028, 30.68585133645411], [104.0413315578989, 30.68519263408918], [104.0417543792232, 30.68479485248001], [104.0419399019001, 30.68378889087504], [104.0418930360049, 30.68374201846064], [104.0408570408985, 30.68228105024507], [104.039888904689, 30.68048410940389], [104.0393754276829, 30.67974864458187], [104.0376215552167, 30.68046648749221], [104.0361977942265, 30.6811176454433], [104.0345059251932, 30.68180351612023], [104.0344461089335, 30.68181466044355], [104.0336007590558, 30.6810641234831], [104.0316697662274, 30.68227349637608], [104.0293481351329, 30.68382883836572], [104.0291657209213, 30.68394926470939]]","[1407023474, 1407023505, 1407023536, 1407023567, 1407023598, 1407023628, 1407023659, 1407023668, 1407023699, 1407023730, 1407023731, 1407023755, 1407023786, 1407023817, 1407023847, 1407023878, 1407023909, 1407023910, 1407023941, 1407023972, 1407023995, 1407024026, 1407024057, 1407024088, 1407024093, 1407024122, 1407024151, 1407024181, 1407024212]","[1407023474, 1407023598, 1407023659, 1407023699, 1407023755, 1407023847, 1407023878, 1407023888, 1407023899, 1407023909, 1407023941, 1407023951, 1407023962, 1407023972, 1407023999, 1407024026, 1407024088, 1407024122, 1407024151, 1407024212]"
513,16,1,26,29,"[2059, 20305, 419, 437, 25847, 9602, 428, 25855, 20550, 15037, 382, 408, 406, 404, 16876, 31926, 31928, 16879, 16881, 16883, 38455, 26097, 26096, 28983, 16830, 16828]","[[104.0286703155452, 30.68430041573672], [104.028645396282, 30.68431047726351], [104.0269798084956, 30.68550338586083], [104.0259432247043, 30.68602395266461], [104.024715298087, 30.68685392687474], [104.0235133269004, 30.68755492089321], [104.0227180052482, 30.68816585095148], [104.0227180052482, 30.68816585095148], [104.0204437558096, 30.68964656114479], [104.0167037420948, 30.69195021465654], [104.0129031906932, 30.6943901998695], [104.0105854752381, 30.69638214511884], [104.010543625638, 30.69641425480367], [104.0101530264469, 30.69680323775084], [104.0079111005183, 30.69902191322692], [104.0063597097635, 30.70071878840107], [104.0054370205876, 30.7025187285064], [104.0054250532669, 30.70277564366691], [104.0054370026606, 30.7029265364404], [104.0059869240038, 30.70422326320983], [104.0086670461755, 30.70563952899041], [104.011471817612, 30.70646676879496], [104.0148755442737, 30.70746526348649], [104.0172829506667, 30.70870667652117], [104.0172849419092, 30.7087456522286], [104.0170936053964, 30.70900108348468], [104.0167468328439, 30.70894211493458], [104.0133958367719, 30.70753157456255], [104.012311750616, 30.70722891813404]]","[1407024335, 1407024366, 1407024397, 1407024428, 1407024446, 1407024459, 1407024490, 1407024520, 1407024551, 1407024582, 1407024613, 1407024644, 1407024675, 1407024706, 1407024737, 1407024768, 1407024794, 1407024798, 1407024800, 1407024816, 1407024847, 1407024878, 1407024909, 1407024940, 1407024941, 1407024948, 1407024952, 1407024983, 1407025014]","[1407024335, 1407024366, 1407024397, 1407024446, 1407024468, 1407024490, 1407024551, 1407024561, 1407024572, 1407024582, 1407024613, 1407024675, 1407024696, 1407024716, 1407024737, 1407024753, 1407024768, 1407024794, 1407024800, 1407024816, 1407024847, 1407024863, 1407024878, 1407024909, 1407024962, 1407025014]"
514,16,0,40,36,"[20240, 18531, 19098, 8848, 27567, 20044, 36243, 36245, 7227, 32739, 30239, 7223, 8364, 8372, 7220, 30236, 8346, 25230, 19135, 8352, 30232, 8354, 3271, 3268, 30731, 30730, 3144, 3131, 1415, 3141, 3148, 18546, 3081, 8324, 19081, 8321, 19858, 8326, 19086, 4736]","[[104.0739523249028, 30.72520644274913], [104.0754124332475, 30.72489721468971], [104.0792889500719, 30.72392949079808], [104.0830983015015, 30.72296748027822], [104.0869084033644, 30.72199413070817], [104.0871092771206, 30.72181813827032], [104.0866827180547, 30.71850391107985], [104.0872623583758, 30.71787298999262], [104.0893031412293, 30.71756346488766], [104.0901267077889, 30.71749827711034], [104.0927835454178, 30.71728887745704], [104.0929104839889, 30.71760071099596], [104.0929134791938, 30.71768067204679], [104.0932842832921, 30.7190499679074], [104.0961125104366, 30.71882095222012], [104.0963464659039, 30.71877098165274], [104.096559437788, 30.71850811555884], [104.0963695580358, 30.71668099078891], [104.0992992249761, 30.71624647071025], [104.1006242259293, 30.71577194308438], [104.1000832647472, 30.71489325680626], [104.0996173146633, 30.714027588818], [104.098845415421, 30.71270910278048], [104.0975906321617, 30.71077489057301], [104.0970577479728, 30.70994924694883], [104.0957740830799, 30.70800113476149], [104.0953432166779, 30.70728947570029], [104.0946124602224, 30.70617602738499], [104.0934958879714, 30.7043939521286], [104.093163025375, 30.7039122146227], [104.0923803792535, 30.70259093931431], [104.092061510933, 30.70251602380599], [104.0905911440652, 30.70305805389139], [104.0887221407602, 30.70304256363409], [104.0872240705351, 30.70299710103735], [104.0869752355228, 30.70300319365533]]","[1407026425, 1407026456, 1407026486, 1407026517, 1407026548, 1407026551, 1407026582, 1407026594, 1407026625, 1407026656, 1407026682, 1407026687, 1407026688, 1407026708, 1407026739, 1407026742, 1407026747, 1407026773, 1407026804, 1407026831, 1407026862, 1407026893, 1407026924, 1407026954, 1407026985, 1407027016, 1407027047, 1407027078, 1407027109, 1407027140, 1407027170, 1407027177, 1407027207, 1407027237, 1407027268, 1407027299]","[1407026425, 1407026441, 1407026456, 1407026471, 1407026486, 1407026517, 1407026533, 1407026548, 1407026565, 1407026582, 1407026588, 1407026594, 1407026656, 1407026666, 1407026677, 1407026687, 1407026705, 1407026724, 1407026742, 1407026773, 1407026789, 1407026804, 1407026831, 1407026893, 1407026924, 1407026939, 1407026954, 1407026975, 1407026995, 1407027016, 1407027078, 1407027109, 1407027170, 1407027182, 1407027195, 1407027207, 1407027222, 1407027237, 1407027268, 1407027299]"
515,16,0,11,11,"[9667, 4737, 19083, 8328, 19856, 8320, 19080, 8325, 3157, 3156, 30912]","[[104.0869752355228, 30.70300319365533], [104.0869912257299, 30.70298319686117], [104.0886371923565, 30.70299761138337], [104.0905961405803, 30.70308104192061], [104.0919785471245, 30.70247305758589], [104.0920895113783, 30.70225814074085], [104.0901315439767, 30.69934290896976], [104.0894749298166, 30.69845749570177], [104.0886174745267, 30.69713636706801], [104.0884255988656, 30.69689953895186], [104.088296692079, 30.69655374240716]]","[1407028748, 1407028777, 1407028808, 1407028839, 1407028866, 1407028871, 1407028902, 1407028933, 1407028963, 1407028994, 1407029025]","[1407028748, 1407028778, 1407028808, 1407028824, 1407028839, 1407028853, 1407028866, 1407028902, 1407028943, 1407028984, 1407029025]"
516,16,0,23,24,"[16907, 28013, 16909, 18378, 16901, 18447, 16965, 13779, 18432, 16967, 16974, 8794, 16959, 5534, 18376, 11496, 28024, 36270, 28025, 28026, 35716, 9424, 31855]","[[104.1391493233506, 30.63217435487136], [104.1392875223223, 30.63238947786646], [104.1410833164087, 30.631577600233], [104.1422451459775, 30.63148847825151], [104.1425876905234, 30.63148202921281], [104.1426608064443, 30.6314951411735], [104.1429712843579, 30.63189447649361], [104.1443704376688, 30.63428776440162], [104.1444685875354, 30.63451683068284], [104.1443273464609, 30.6347455043706], [104.1406213940747, 30.63607601773852], [104.1367495333227, 30.63751654066898], [104.1366964493343, 30.63767639597254], [104.1367495147716, 30.6379213719764], [104.1367194628039, 30.63810824983775], [104.136909709615, 30.63873027067351], [104.1369517586056, 30.63899222335881], [104.1369497534099, 30.63904219951737], [104.1367444419408, 30.63935276697119], [104.1336210638266, 30.63943425883858], [104.1302907244757, 30.63941078586319], [104.1280119720921, 30.63917000228248], [104.1260066963009, 30.63896567935329], [104.1252839088431, 30.63893485495153]]","[1407030098, 1407030129, 1407030160, 1407030190, 1407030221, 1407030249, 1407030256, 1407030287, 1407030292, 1407030296, 1407030327, 1407030358, 1407030360, 1407030364, 1407030368, 1407030399, 1407030430, 1407030431, 1407030439, 1407030471, 1407030501, 1407030532, 1407030563, 1407030594]","[1407030098, 1407030160, 1407030221, 1407030233, 1407030244, 1407030256, 1407030287, 1407030296, 1407030327, 1407030338, 1407030349, 1407030360, 1407030430, 1407030439, 1407030447, 1407030455, 1407030463, 1407030471, 1407030481, 1407030491, 1407030501, 1407030532, 1407030594]"
517,16,0,13,15,"[31855, 28019, 16788, 16785, 18391, 18332, 9435, 13489, 29708, 29707, 21872, 710, 21845]","[[104.1252839088431, 30.63893485495153], [104.1250937052533, 30.63891564540375], [104.1226782195506, 30.6390139433327], [104.1215451138759, 30.63938760547287], [104.1201538157221, 30.64002594719564], [104.1184873620307, 30.640774055988], [104.1162095540974, 30.64185760483505], [104.1130874249701, 30.64342152073565], [104.109991740861, 30.64475791828647], [104.1067534378953, 30.64619258344972], [104.1042997659645, 30.64743902881279], [104.1042997659645, 30.64743902881279], [104.102432449296, 30.64829805024307], [104.1004052946283, 30.64924014944608], [104.1003522929639, 30.64927112551963]]","[1407030687, 1407030711, 1407030742, 1407030752, 1407030782, 1407030813, 1407030844, 1407030875, 1407030906, 1407030937, 1407030968, 1407030999, 1407031030, 1407031061, 1407031091]","[1407030687, 1407030742, 1407030778, 1407030813, 1407030844, 1407030875, 1407030891, 1407030906, 1407030922, 1407030937, 1407030968, 1407031030, 1407031091]"
